Datetime,Open,High,Low,Close,Adj Close,Volume
2024-10-03 09:15:00+05:30,4257.89990234375,4277.0,4245.0,4245.0,4245.0,0
2024-10-03 09:16:00+05:30,4245.14990234375,4247.25,4231.0,4235.85009765625,4235.85009765625,33089
2024-10-03 09:17:00+05:30,4235.25,4238.9501953125,4232.2998046875,4235.0,4235.0,17735
2024-10-03 09:18:00+05:30,4235.75,4245.2998046875,4234.2001953125,4243.10009765625,4243.10009765625,27354
2024-10-03 09:19:00+05:30,4242.35009765625,4242.35009765625,4236.5498046875,4239.85009765625,4239.85009765625,12116
2024-10-03 09:20:00+05:30,4239.64990234375,4241.35009765625,4238.4501953125,4238.5,4238.5,16613
2024-10-03 09:21:00+05:30,4238.5,4240.7998046875,4238.5,4238.5,4238.5,10758
2024-10-03 09:22:00+05:30,4239.0498046875,4239.0498046875,4235.0,4236.7998046875,4236.7998046875,11428
2024-10-03 09:23:00+05:30,4236.2998046875,4241.0,4236.2998046875,4238.89990234375,4238.89990234375,8781
2024-10-03 09:24:00+05:30,4239.0,4241.7998046875,4237.10009765625,4237.85009765625,4237.85009765625,5628
2024-10-03 09:25:00+05:30,4237.89990234375,4243.0,4237.35009765625,4241.5,4241.5,7305
2024-10-03 09:26:00+05:30,4242.7998046875,4246.0,4241.14990234375,4245.0,4245.0,5167
2024-10-03 09:27:00+05:30,4244.7001953125,4252.0,4244.7001953125,4248.5,4248.5,6591
2024-10-03 09:28:00+05:30,4248.9501953125,4252.0,4248.35009765625,4251.75,4251.75,6727
2024-10-03 09:29:00+05:30,4251.75,4256.2998046875,4250.0,4253.7001953125,4253.7001953125,10848
2024-10-03 09:30:00+05:30,4253.60009765625,4253.60009765625,4247.60009765625,4248.0,4248.0,2983
2024-10-03 09:31:00+05:30,4248.0,4251.75,4246.60009765625,4248.10009765625,4248.10009765625,74415
2024-10-03 09:32:00+05:30,4249.39990234375,4249.39990234375,4242.10009765625,4244.64990234375,4244.64990234375,6017
2024-10-03 09:33:00+05:30,4245.60009765625,4251.14990234375,4245.60009765625,4251.14990234375,4251.14990234375,7202
2024-10-03 09:34:00+05:30,4251.2001953125,4251.2001953125,4247.9501953125,4248.35009765625,4248.35009765625,4652
2024-10-03 09:35:00+05:30,4247.75,4251.7001953125,4246.0,4251.60009765625,4251.60009765625,4483
2024-10-03 09:36:00+05:30,4251.60009765625,4259.0,4251.60009765625,4259.0,4259.0,10386
2024-10-03 09:37:00+05:30,4259.0,4259.5498046875,4252.25,4252.25,4252.25,11518
2024-10-03 09:38:00+05:30,4253.7998046875,4255.5,4252.14990234375,4253.14990234375,4253.14990234375,35789
2024-10-03 09:39:00+05:30,4252.7001953125,4254.64990234375,4250.35009765625,4251.0498046875,4251.0498046875,9367
2024-10-03 09:40:00+05:30,4251.60009765625,4254.64990234375,4249.85009765625,4252.39990234375,4252.39990234375,6827
2024-10-03 09:41:00+05:30,4252.75,4252.75,4249.10009765625,4251.2998046875,4251.2998046875,6657
2024-10-03 09:42:00+05:30,4251.2998046875,4254.4501953125,4250.64990234375,4253.10009765625,4253.10009765625,4123
2024-10-03 09:43:00+05:30,4253.10009765625,4254.89990234375,4251.89990234375,4254.0,4254.0,2912
2024-10-03 09:44:00+05:30,4253.5498046875,4254.0,4248.7001953125,4248.9501953125,4248.9501953125,5433
2024-10-03 09:45:00+05:30,4248.7001953125,4249.75,4245.5,4249.7001953125,4249.7001953125,5707
